EmployeeID,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevel,AgeGroup
F662-DEA5,Male,38,Some Travel,Technology,18,CA,Black or African American,Information Systems,Data Scientist,Married,89362,0,No,No,9,3,9,7,High School ,Above_Avergae
59DB-8465,Female,47,Frequent Traveller,Human Resources,3,CA,White,Marketing,HR Executive,Married,85744,2,No,No,9,0,9,8,Bachelors ,Above_Avergae
96F4-896C,Male,43,No Travel ,Technology,21,CA,White,Information Systems,Analytics Manager,Single,280756,0,No,No,9,8,8,3,Masters ,Above_Avergae
8026-658D,Male,36,Some Travel,Technology,28,NY,Black or African American,Information Systems,Machine Learning Engineer,Married,174019,1,Yes,No,9,8,9,1,Bachelors ,Above_Avergae
F997-FE6C,Female,40,Some Travel,Technology,17,NY,White,Information Systems,Software Engineer,Married,41601,0,No,No,9,8,9,8,No Formal Qualifications,Above_Avergae
0C23-26DD,Female,35,Some Travel,Sales,23,NY,White,Economics,Sales Representative,Married,81389,1,No,No,9,3,7,5,Bachelors ,Above_Avergae
7B9D-8612,Female,32,Some Travel,Sales,9,IL,White,Marketing,Sales Executive,Divorced,133865,1,Yes,No,9,3,3,0,High School ,Above_Avergae
B3FE-D332,Female,30,Some Travel,Technology,42,CA,White,Computer Science,Software Engineer,Married,93181,0,No,No,9,8,9,4,Doctorate,Above_Avergae
1054-9C3B,Female,30,Some Travel,Technology,1,IL,Asian or Asian American,Other,Data Scientist,Married,40285,0,Yes,Yes,1,1,1,0,Masters ,Above_Avergae
1217-CE30,Female,45,Some Travel,Sales,34,CA,American Indian or Alaska Native,Marketing,Sales Executive,Divorced,173037,3,No,No,9,4,9,3,Bachelors ,Above_Avergae
4500-37EB,Male,30,Frequent Traveller,Sales,40,CA,Mixed or multiple ethnic groups,Marketing,Sales Representative,Divorced,44632,1,No,Yes,1,0,0,0,High School ,Above_Avergae
AB03-8820,Male,43,Some Travel,Sales,3,IL,Mixed or multiple ethnic groups,Economics,Manager,Married,313198,1,No,No,9,5,9,2,No Formal Qualifications,Above_Avergae
DF11-9C46,Female,32,Some Travel,Technology,2,CA,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Single,152314,0,Yes,No,9,4,6,0,High School ,Above_Avergae
9937-CDF7,Male,28,Some Travel,Sales,19,NY,Mixed or multiple ethnic groups,Marketing,Sales Representative,Married,56122,0,Yes,Yes,7,5,5,0,High School ,Below_Average
2BEA-43B2,Male,48,Some Travel,Technology,44,IL,White,Computer Science,Software Engineer,Single,103198,0,No,No,9,7,9,2,No Formal Qualifications,Above_Avergae
0DBC-596E,Non-Binary,44,Some Travel,Technology,14,CA,Black or African American,Computer Science,Data Scientist,Single,92634,0,Yes,No,9,8,9,9,High School ,Above_Avergae
B09D-DFEC,Male,47,Some Travel,Technology,37,CA,White,Information Systems,Data Scientist,Married,62999,1,No,No,9,2,3,7,No Formal Qualifications,Above_Avergae
8ED3-4377,Male,30,Some Travel,Technology,33,CA,White,Computer Science,Software Engineer,Single,78743,0,No,No,9,2,7,4,Bachelors ,Above_Avergae
C525-8BB9,Male,29,Some Travel,Technology,14,NY,Black or African American,Other,Data Scientist,Divorced,70872,1,No,No,9,2,7,9,Bachelors ,Above_Avergae
1F0F-458C,Female,29,Some Travel,Technology,3,NY,White,Business Studies,Data Scientist,Divorced,60388,2,Yes,Yes,5,1,3,1,Bachelors ,Above_Avergae
9D3C-DA45,Male,32,Some Travel,Technology,24,CA,Native Hawaiian ,Information Systems,Data Scientist,Married,41857,1,No,No,9,0,5,2,Bachelors ,Above_Avergae
D13E-E661,Male,36,Some Travel,Sales,38,CA,White,Marketing,Sales Executive,Married,298558,1,Yes,No,9,4,4,7,High School ,Above_Avergae
618D-7685,Female,30,Some Travel,Technology,26,CA,White,Information Systems,Data Scientist,Single,96170,0,No,No,9,4,9,1,Bachelors ,Above_Avergae
9825-45EF,Non-Binary,36,No Travel ,Sales,31,CA,Mixed or multiple ethnic groups,Economics,Sales Representative,Single,56937,0,No,No,9,5,8,2,High School ,Above_Avergae
1609-65E1,Female,33,Frequent Traveller,Technology,34,IL,Asian or Asian American,Computer Science,Machine Learning Engineer,Single,91407,0,No,No,9,9,9,4,High School ,Above_Avergae
6965-C170,Female,48,Some Travel,Sales,32,NY,White,Technical Degree,Manager,Married,354336,1,Yes,No,9,1,2,9,Bachelors ,Above_Avergae
F523-1135,Male,29,Frequent Traveller,Technology,17,NY,Black or African American,Computer Science,Machine Learning Engineer,Divorced,129703,3,No,No,9,6,6,3,High School ,Above_Avergae
465A-91D1,Female,42,Some Travel,Sales,36,NY,Other ,Marketing,Sales Representative,Single,43753,0,No,No,9,0,1,1,No Formal Qualifications,Above_Avergae
2B7A-9C73,Non-Binary,45,Frequent Traveller,Technology,17,CA,White,Computer Science,Machine Learning Engineer,Single,123619,0,Yes,No,9,7,9,2,Masters ,Above_Avergae
A2B5-823F,Non-Binary,44,Some Travel,Technology,32,CA,White,Computer Science,Machine Learning Engineer,Married,257978,1,Yes,No,9,2,4,1,Bachelors ,Above_Avergae
F838-C681,Male,32,Some Travel,Technology,22,IL,Black or African American,Business Studies,Software Engineer,Married,72688,1,No,No,9,3,3,8,Masters ,Above_Avergae
7F91-C628,Non-Binary,36,Frequent Traveller,Technology,14,IL,White,Information Systems,Data Scientist,Single,43358,0,No,No,9,0,9,5,No Formal Qualifications,Above_Avergae
565B-C207,Female,30,No Travel ,Technology,3,IL,White,Information Systems,Data Scientist,Married,47338,1,No,No,9,4,9,1,Bachelors ,Above_Avergae
4DA0-81D7,Male,28,Some Travel,Human Resources,34,CA,Asian or Asian American,Marketing,HR Executive,Single,94534,0,No,No,9,3,3,1,High School ,Below_Average
5818-560C,Female,30,Some Travel,Technology,26,CA,Black or African American,Computer Science,Senior Software Engineer,Divorced,159438,2,No,No,9,4,4,7,No Formal Qualifications,Above_Avergae
1363-6BF9,Male,36,Some Travel,Technology,10,CA,Other ,Business Studies,Senior Software Engineer,Single,189405,0,No,No,9,4,6,7,Bachelors ,Above_Avergae
05B0-755F,Male,44,Some Travel,Technology,29,CA,Asian or Asian American,Computer Science,Data Scientist,Married,57890,0,No,No,9,8,8,8,Bachelors ,Above_Avergae
4C62-5BE8,Non-Binary,39,Frequent Traveller,Technology,4,CA,White,Business Studies,Software Engineer,Single,87879,0,Yes,No,9,6,8,9,No Formal Qualifications,Above_Avergae
2523-EFD4,Female,34,Some Travel,Technology,14,NY,White,Information Systems,Senior Software Engineer,Single,154405,0,No,No,9,7,7,1,High School ,Above_Avergae
21B3-8491,Male,42,Some Travel,Technology,37,CA,Black or African American,Computer Science,Analytics Manager,Married,244114,1,No,No,9,6,7,0,Masters ,Above_Avergae
F3CD-9B5B,Male,29,Some Travel,Sales,12,IL,Asian or Asian American,Marketing,Sales Representative,Married,97794,0,No,Yes,2,0,1,0,High School ,Above_Avergae
DCFE-F601,Male,48,Some Travel,Technology,36,IL,White,Information Systems,Senior Software Engineer,Single,180561,0,No,No,9,1,8,7,Bachelors ,Above_Avergae
DD78-E811,Female,38,Some Travel,Technology,25,CA,Asian or Asian American,Other,Data Scientist,Married,60549,1,No,No,9,5,6,6,High School ,Above_Avergae
45D2-369E,Male,30,Some Travel,Technology,7,CA,White,Information Systems,Data Scientist,Married,70182,1,No,No,9,8,9,8,No Formal Qualifications,Above_Avergae
0D8F-C0F3,Female,29,Some Travel,Technology,44,CA,Asian or Asian American,Business Studies,Data Scientist,Divorced,67578,1,No,Yes,1,0,0,0,Bachelors ,Above_Avergae
6FE1-C8A8,Male,29,Some Travel,Sales,35,NY,Black or African American,Economics,Sales Executive,Married,140962,0,Yes,Yes,4,0,2,4,High School ,Above_Avergae
AB81-A3A0,Male,29,Some Travel,Sales,14,CA,White,Marketing,Sales Executive,Married,96319,2,No,No,9,1,4,5,Masters ,Above_Avergae
6E7B-D50D,Female,38,Some Travel,Technology,12,CA,White,Other,Senior Software Engineer,Married,253077,1,No,No,9,3,3,8,No Formal Qualifications,Above_Avergae
307F-9BFA,Female,43,Some Travel,Technology,21,NY,White,Computer Science,Software Engineer,Married,94499,1,No,No,9,0,1,7,High School ,Above_Avergae
7F1C-20B8,Female,39,Some Travel,Technology,10,CA,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Divorced,65796,1,No,No,9,9,9,5,High School ,Above_Avergae
606E-A262,Male,28,Some Travel,Technology,27,CA,White,Information Systems,Analytics Manager,Married,277344,0,Yes,Yes,3,1,1,1,No Formal Qualifications,Below_Average
F890-975A,Female,48,Some Travel,Technology,35,CA,Mixed or multiple ethnic groups,Information Systems,Engineering Manager,Divorced,314656,1,No,No,9,7,8,3,High School ,Above_Avergae
9C57-828C,Male,31,Some Travel,Technology,39,IL,American Indian or Alaska Native,Computer Science,Senior Software Engineer,Single,242890,0,No,No,9,3,3,9,Bachelors ,Above_Avergae
8CF6-3079,Female,27,Some Travel,Technology,1,NY,Black or African American,Computer Science,Data Scientist,Divorced,40050,1,Yes,Yes,1,0,0,0,Masters ,Below_Average
5021-95FC,Male,29,Some Travel,Sales,44,CA,White,Marketing,Manager,Single,377203,0,Yes,Yes,5,4,4,0,Bachelors ,Above_Avergae
CD0F-DE05,Female,28,No Travel ,Technology,43,CA,White,Computer Science,Software Engineer,Single,50175,0,No,No,9,9,9,3,Bachelors ,Below_Average
F430-0404,Female,32,No Travel ,Sales,23,CA,Asian or Asian American,Economics,Sales Executive,Divorced,237749,1,No,No,9,1,6,6,Masters ,Above_Avergae
1F12-DDDA,Male,32,No Travel ,Technology,12,NY,White,Information Systems,Software Engineer,Married,111294,1,No,No,9,2,9,4,Masters ,Above_Avergae
BFE7-5EA8,Non-Binary,41,Frequent Traveller,Sales,3,NY,White,Marketing,Sales Executive,Single,248987,0,No,No,9,5,9,5,Bachelors ,Above_Avergae
549F-B3E7,Female,41,No Travel ,Sales,34,NY,White,Marketing,Sales Executive,Married,109747,1,No,No,9,8,9,5,High School ,Above_Avergae
B303-8962,Female,39,Some Travel,Sales,15,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,136970,1,No,No,9,4,8,2,Bachelors ,Above_Avergae
B48C-47D0,Male,28,Frequent Traveller,Sales,28,NY,Mixed or multiple ethnic groups,Marketing,Sales Representative,Single,43939,0,No,Yes,6,1,4,3,Bachelors ,Below_Average
CD4D-7BBA,Male,43,Some Travel,Technology,38,CA,White,Computer Science,Software Engineer,Married,155786,1,Yes,No,9,0,7,5,Masters ,Above_Avergae
7349-CCE0,Female,32,Some Travel,Technology,7,CA,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Divorced,85568,1,No,No,9,7,9,1,Masters ,Above_Avergae
4316-C080,Male,34,No Travel ,Technology,25,CA,Mixed or multiple ethnic groups,Computer Science,Senior Software Engineer,Married,238630,1,No,No,9,0,3,6,No Formal Qualifications,Above_Avergae
279C-7342,Non-Binary,29,Frequent Traveller,Sales,31,CA,White,Marketing,Sales Executive,Married,100925,1,Yes,Yes,3,1,1,1,Masters ,Above_Avergae
819A-2C9C,Male,30,No Travel ,Technology,7,NY,American Indian or Alaska Native,Computer Science,Data Scientist,Married,138989,1,Yes,No,9,2,4,8,Bachelors ,Above_Avergae
9811-F345,Male,42,Some Travel,Technology,40,CA,Black or African American,Computer Science,Data Scientist,Divorced,142075,1,No,No,9,9,9,4,Masters ,Above_Avergae
A954-6310,Female,29,Some Travel,Technology,45,CA,White,Computer Science,Machine Learning Engineer,Married,207952,1,Yes,No,9,9,9,7,Bachelors ,Above_Avergae
8ACE-C5CE,Female,43,Some Travel,Sales,38,NY,American Indian or Alaska Native,Marketing,Sales Executive,Married,121510,1,No,No,9,8,8,5,High School ,Above_Avergae
8365-EB74,Male,40,Frequent Traveller,Technology,14,CA,Asian or Asian American,Information Systems,Data Scientist,Married,43854,1,No,No,9,4,9,2,High School ,Above_Avergae
2A04-49D1,Non-Binary,41,Some Travel,Technology,11,CA,Black or African American,Information Systems,Engineering Manager,Divorced,372980,1,No,No,9,1,2,3,Doctorate,Above_Avergae
52CC-3E9E,Male,30,Frequent Traveller,Technology,13,CA,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Divorced,40321,1,Yes,Yes,5,0,0,3,Masters ,Above_Avergae
5B0E-31FB,Male,37,Some Travel,Technology,22,NY,White,Information Systems,Software Engineer,Single,45927,0,No,No,9,5,6,6,High School ,Above_Avergae
ED49-73D3,Female,28,Some Travel,Sales,18,IL,White,Marketing,Sales Executive,Single,134427,0,Yes,No,9,9,9,2,Masters ,Below_Average
B013-7D0C,Female,28,Some Travel,Technology,24,CA,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Married,46313,1,Yes,Yes,1,1,1,0,Bachelors ,Below_Average
134B-4157,Male,37,Some Travel,Technology,29,IL,White,Computer Science,Analytics Manager,Married,513608,0,No,No,9,4,7,3,Bachelors ,Above_Avergae
AB4A-E71A,Male,43,Some Travel,Sales,3,IL,White,Marketing,Manager,Married,429939,1,Yes,No,9,3,3,7,Bachelors ,Above_Avergae
03EF-5904,Male,31,Some Travel,Technology,45,IL,American Indian or Alaska Native,Other,Machine Learning Engineer,Married,195261,1,No,No,9,3,4,5,Bachelors ,Above_Avergae
0C7B-2EA6,Male,34,Frequent Traveller,Technology,25,NY,Asian or Asian American,Other,Data Scientist,Married,39015,1,No,No,9,5,6,4,High School ,Above_Avergae
1D35-190A,Female,35,Some Travel,Human Resources,18,CA,Asian or Asian American,Marketing,HR Executive,Single,132563,0,Yes,No,9,1,6,9,Masters ,Above_Avergae
0868-097F,Non-Binary,33,Some Travel,Technology,26,CA,White,Information Systems,Engineering Manager,Single,267009,0,No,No,9,0,1,7,Bachelors ,Above_Avergae
4B6E-3C21,Female,32,Some Travel,Sales,29,CA,White,Economics,Sales Executive,Divorced,68043,0,No,Yes,8,0,1,6,Masters ,Above_Avergae
46ED-4007,Male,34,Frequent Traveller,Sales,40,IL,Asian or Asian American,Economics,Sales Executive,Married,140097,0,No,No,9,2,8,6,Bachelors ,Above_Avergae
2E9A-BD2E,Male,36,Some Travel,Sales,13,CA,Asian or Asian American,Marketing,Manager,Married,432191,1,No,No,9,1,8,0,Doctorate,Above_Avergae
CEE0-94C3,Male,42,Some Travel,Sales,12,CA,White,Technical Degree,Sales Representative,Married,70535,1,No,No,9,3,8,5,No Formal Qualifications,Above_Avergae
A690-3D5D,Female,35,Some Travel,Technology,7,NY,Mixed or multiple ethnic groups,Information Systems,Senior Software Engineer,Divorced,253952,1,Yes,No,9,9,9,4,Bachelors ,Above_Avergae
7335-4656,Female,45,Some Travel,Technology,14,CA,White,Computer Science,Machine Learning Engineer,Divorced,223124,1,No,No,9,2,3,2,High School ,Above_Avergae
327B-F6D3,Female,37,Some Travel,Technology,6,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Married,42188,1,No,Yes,8,3,5,6,High School ,Above_Avergae
AA87-13D8,Female,32,Frequent Traveller,Technology,15,CA,White,Information Systems,Data Scientist,Married,44388,1,No,No,9,8,9,8,High School ,Above_Avergae
56A5-271B,Non-Binary,33,Some Travel,Technology,15,CA,White,Other,Senior Software Engineer,Married,108095,0,Yes,No,9,8,9,9,Masters ,Above_Avergae
528C-3E0D,Male,30,Some Travel,Technology,4,CA,Native Hawaiian ,Information Systems,Data Scientist,Married,42045,0,Yes,Yes,6,0,3,3,No Formal Qualifications,Above_Avergae
7A8C-2DD3,Female,30,Some Travel,Sales,35,CA,White,Other,Sales Executive,Single,160352,0,No,No,9,0,5,4,Bachelors ,Above_Avergae
4886-62DF,Female,48,Some Travel,Technology,45,IL,White,Other,Senior Software Engineer,Single,207456,0,No,No,9,2,6,4,Bachelors ,Above_Avergae
64BA-99F0,Female,43,Some Travel,Technology,14,CA,White,Computer Science,Engineering Manager,Married,309141,0,No,No,9,6,6,9,Bachelors ,Above_Avergae
7EE7-2C43,Female,29,Some Travel,Technology,9,NY,Black or African American,Computer Science,Data Scientist,Single,48321,0,Yes,Yes,7,2,3,2,Masters ,Above_Avergae
B990-35DA,Female,47,Some Travel,Technology,7,CA,White,Information Systems,Data Scientist,Married,116165,1,No,No,9,0,7,8,Bachelors ,Above_Avergae
6CAD-47F0,Male,39,Some Travel,Technology,33,NY,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Married,99602,0,No,No,9,5,8,4,High School ,Above_Avergae
C730-6B13,Female,32,Some Travel,Technology,20,IL,Native Hawaiian ,Computer Science,Data Scientist,Single,85884,0,No,No,9,9,9,5,Masters ,Above_Avergae
38EB-ADBD,Male,48,Some Travel,Technology,20,CA,White,Information Systems,Software Engineer,Married,56546,1,No,No,9,4,6,3,Bachelors ,Above_Avergae
774E-685D,Male,30,Some Travel,Sales,42,CA,White,Marketing,Sales Executive,Single,148862,0,Yes,Yes,2,0,1,1,Masters ,Above_Avergae
CF8D-7379,Prefer Not To Say,43,Some Travel,Technology,14,NY,White,Information Systems,Engineering Manager,Married,365504,3,Yes,No,9,6,7,8,Masters ,Above_Avergae
D836-B375,Female,44,Some Travel,Technology,21,NY,Black or African American,Computer Science,Software Engineer,Married,91563,1,No,No,9,9,9,8,High School ,Above_Avergae
60B5-48ED,Male,30,Frequent Traveller,Sales,25,CA,White,Marketing,Sales Executive,Divorced,135919,1,No,No,9,6,6,0,High School ,Above_Avergae
211E-BC82,Female,28,Frequent Traveller,Technology,6,CA,White,Information Systems,Software Engineer,Divorced,47148,2,No,No,9,3,8,8,No Formal Qualifications,Below_Average
C54B-DBC5,Female,33,Frequent Traveller,Sales,33,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,115114,1,No,No,9,9,9,6,Doctorate,Above_Avergae
6F3E-2A75,Male,28,Frequent Traveller,Sales,4,CA,Black or African American,Other,Sales Executive,Single,110839,0,No,No,9,8,8,4,Masters ,Below_Average
C1C6-F683,Male,45,Frequent Traveller,Technology,6,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Divorced,92613,1,Yes,No,9,6,6,2,Masters ,Above_Avergae
8663-3E02,Male,37,Frequent Traveller,Technology,7,NY,Mixed or multiple ethnic groups,Information Systems,Analytics Manager,Divorced,276322,1,No,No,9,0,9,1,Masters ,Above_Avergae
FBC2-C5FA,Male,44,Some Travel,Technology,4,IL,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Married,74172,2,No,No,9,8,9,9,Bachelors ,Above_Avergae
B52E-BF41,Female,30,Some Travel,Technology,26,NY,Black or African American,Computer Science,Data Scientist,Married,36280,2,No,No,9,9,9,9,Masters ,Above_Avergae
D6A7-EF72,Female,40,Some Travel,Human Resources,7,CA,White,Technical Degree,Recruiter,Single,70703,0,No,No,9,0,9,7,Masters ,Above_Avergae
12F7-BCBB,Female,48,Frequent Traveller,Sales,2,CA,White,Technical Degree,Sales Representative,Single,37124,0,No,Yes,9,8,8,7,No Formal Qualifications,Above_Avergae
1359-BEE3,Female,41,No Travel ,Technology,22,CA,Native Hawaiian ,Computer Science,Data Scientist,Married,52581,0,No,No,9,8,8,7,Bachelors ,Above_Avergae
1C24-233B,Non-Binary,40,Some Travel,Technology,30,IL,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Married,145328,1,No,No,9,0,9,9,Masters ,Above_Avergae
DE6C-86FC,Non-Binary,43,Some Travel,Technology,31,NY,White,Computer Science,Software Engineer,Married,130665,1,No,No,9,6,9,6,Masters ,Above_Avergae
637B-DBAD,Male,44,Some Travel,Technology,31,CA,White,Computer Science,Software Engineer,Divorced,81297,2,Yes,No,9,1,8,9,High School ,Above_Avergae
79F7-78EC,Non-Binary,27,Some Travel,Sales,37,CA,White,Marketing,Sales Executive,Single,141998,0,Yes,Yes,5,5,5,1,Masters ,Below_Average
E324-1C33,Female,38,Some Travel,Sales,9,CA,Asian or Asian American,Economics,Sales Executive,Divorced,114713,2,No,No,9,0,0,1,Masters ,Above_Avergae
81BE-17CD,Male,30,Frequent Traveller,Technology,33,CA,White,Computer Science,Data Scientist,Single,35126,0,Yes,No,9,1,5,5,High School ,Above_Avergae
2C7D-F9F1,Male,30,Some Travel,Technology,45,CA,White,Business Studies,Machine Learning Engineer,Single,262409,0,No,No,9,8,9,8,High School ,Above_Avergae
0F83-39C1,Female,30,Some Travel,Technology,33,CA,Black or African American,Information Systems,Software Engineer,Single,55485,0,No,No,9,8,9,2,High School ,Above_Avergae
A91B-7DC5,Female,42,Some Travel,Technology,43,CA,Black or African American,Computer Science,Machine Learning Engineer,Divorced,110069,1,No,No,9,3,8,4,Masters ,Above_Avergae
